GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AURUE001,NAME_M,AURUM001
G48016710,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Denison Independent School District,16710,,,9700000US4816710,,,4816710,"Denison Independent School District, Texas",71506,"Denison Independent School District, Texas",3541
G48016740,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Denton Independent School District,16740,,,9700000US4816740,,,4816740,"Denton Independent School District, Texas",90602,"Denton Independent School District, Texas",2853
G48016770,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Denver City Independent School District,16770,,,9700000US4816770,,,4816770,"Denver City Independent School District, Texas",90757,"Denver City Independent School District, Texas",16248
G48016860,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,DeSoto Independent School District,16860,,,9700000US4816860,,,4816860,"DeSoto Independent School District, Texas",83272,"DeSoto Independent School District, Texas",7669
G48016890,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Detroit Independent School District,16890,,,9700000US4816890,,,4816890,"Detroit Independent School District, Texas",80096,"Detroit Independent School District, Texas",19180
G48016920,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Devers Independent School District,16920,,,9700000US4816920,,,4816920,"Devers Independent School District, Texas",77768,"Devers Independent School District, Texas",13253
G48016950,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Devine Independent School District,16950,,,9700000US4816950,,,4816950,"Devine Independent School District, Texas",61544,"Devine Independent School District, Texas",9548
G48016980,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dew Independent School District,16980,,,9700000US4816980,,,4816980,"Dew Independent School District, Texas",68906,"Dew Independent School District, Texas",28637
G48017010,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Deweyville Independent School District,17010,,,9700000US4817010,,,4817010,"Deweyville Independent School District, Texas",64563,"Deweyville Independent School District, Texas",37881
G48017040,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Diboll Independent School District,17040,,,9700000US4817040,,,4817040,"Diboll Independent School District, Texas",61559,"Diboll Independent School District, Texas",9202
G48017070,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dickinson Independent School District,17070,,,9700000US4817070,,,4817070,"Dickinson Independent School District, Texas",83295,"Dickinson Independent School District, Texas",5974
G48017100,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dilley Independent School District,17100,,,9700000US4817100,,,4817100,"Dilley Independent School District, Texas",56354,"Dilley Independent School District, Texas",23533
G48017130,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dime Box Independent School District,17130,,,9700000US4817130,,,4817130,"Dime Box Independent School District, Texas",61250,"Dime Box Independent School District, Texas",13885
G48017160,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dimmitt Independent School District,17160,,,9700000US4817160,,,4817160,"Dimmitt Independent School District, Texas",57532,"Dimmitt Independent School District, Texas",22053
G48017190,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Divide Independent School District,17190,,,9700000US4817190,,,4817190,"Divide Independent School District, Texas",87083,"Divide Independent School District, Texas",43997
G48017280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dodd City Independent School District,17280,,,9700000US4817280,,,4817280,"Dodd City Independent School District, Texas",102125,"Dodd City Independent School District, Texas",28166
G48017390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Donna Independent School District,17390,,,9700000US4817390,,,4817390,"Donna Independent School District, Texas",43627,"Donna Independent School District, Texas",4301
G48017400,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Doss Consolidated Common School District,17400,,,9700000US4817400,,,4817400,"Doss Consolidated Common School District, Texas",98523,"Doss Consolidated Common School District, Texas",22207
G48017460,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Douglass Independent School District,17460,,,9700000US4817460,,,4817460,"Douglass Independent School District, Texas",79948,"Douglass Independent School District, Texas",17300
G48017550,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Driscoll Independent School District,17550,,,9700000US4817550,,,4817550,"Driscoll Independent School District, Texas",-666666666,"Driscoll Independent School District, Texas",-222222222
G48017580,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dublin Independent School District,17580,,,9700000US4817580,,,4817580,"Dublin Independent School District, Texas",66344,"Dublin Independent School District, Texas",18030
G48017610,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Dumas Independent School District,17610,,,9700000US4817610,,,4817610,"Dumas Independent School District, Texas",61618,"Dumas Independent School District, Texas",4735
G48017640,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Duncanville Independent School District,17640,,,9700000US4817640,,,4817640,"Duncanville Independent School District, Texas",72230,"Duncanville Independent School District, Texas",3318
G48017700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Eagle Mountain-Saginaw Independent School District,17700,,,9700000US4817700,,,4817700,"Eagle Mountain-Saginaw Independent School District, Texas",101650,"Eagle Mountain-Saginaw Independent School District, Texas",5510
G48017730,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Eagle Pass Independent School District,17730,,,9700000US4817730,,,4817730,"Eagle Pass Independent School District, Texas",49568,"Eagle Pass Independent School District, Texas",4673
G48017760,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Eanes Independent School District,17760,,,9700000US4817760,,,4817760,"Eanes Independent School District, Texas",195329,"Eanes Independent School District, Texas",13185
G48017790,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Early Independent School District,17790,,,9700000US4817790,,,4817790,"Early Independent School District, Texas",77661,"Early Independent School District, Texas",19935
G48017830,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,East Bernard Independent School District,17830,,,9700000US4817830,,,4817830,"East Bernard Independent School District, Texas",96250,"East Bernard Independent School District, Texas",24123
G48017850,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,East Central Independent School District,17850,,,9700000US4817850,,,4817850,"East Central Independent School District, Texas",80803,"East Central Independent School District, Texas",6282
G48017880,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,East Chambers Independent School District,17880,,,9700000US4817880,,,4817880,"East Chambers Independent School District, Texas",77331,"East Chambers Independent School District, Texas",16038
G48017960,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Eastland Independent School District,17960,,,9700000US4817960,,,4817960,"Eastland Independent School District, Texas",56948,"Eastland Independent School District, Texas",14498
G48018000,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Ector County Independent School District,18000,,,9700000US4818000,,,4818000,"Ector County Independent School District, Texas",71536,"Ector County Independent School District, Texas",3707
G48018030,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Ector Independent School District,18030,,,9700000US4818030,,,4818030,"Ector Independent School District, Texas",78203,"Ector Independent School District, Texas",11351
G48018060,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Edcouch-Elsa Independent School District,18060,,,9700000US4818060,,,4818060,"Edcouch-Elsa Independent School District, Texas",38770,"Edcouch-Elsa Independent School District, Texas",8070
G48018070,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Eden Consolidated Independent School District,18070,,,9700000US4818070,,,4818070,"Eden Consolidated Independent School District, Texas",67216,"Eden Consolidated Independent School District, Texas",21471
G48018120,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Edgewood Independent School District (Van Zandt County),18120,,,9700000US4818120,,,4818120,"Edgewood Independent School District (Van Zandt County), Texas",78995,"Edgewood Independent School District (Van Zandt County), Texas",10569
G48018150,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Edgewood Independent School District (Bexar County),18150,,,9700000US4818150,,,4818150,"Edgewood Independent School District (Bexar County), Texas",42055,"Edgewood Independent School District (Bexar County), Texas",1987
G48018180,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Edinburg Consolidated Independent School District,18180,,,9700000US4818180,,,4818180,"Edinburg Consolidated Independent School District, Texas",58501,"Edinburg Consolidated Independent School District, Texas",3250
G48018210,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Edna Independent School District,18210,,,9700000US4818210,,,4818210,"Edna Independent School District, Texas",63014,"Edna Independent School District, Texas",6974
G48018280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,El Campo Independent School District,18280,,,9700000US4818280,,,4818280,"El Campo Independent School District, Texas",70550,"El Campo Independent School District, Texas",8735
G48018300,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,El Paso Independent School District,18300,,,9700000US4818300,,,4818300,"El Paso Independent School District, Texas",54425,"El Paso Independent School District, Texas",1950
G48018330,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Electra Independent School District,18330,,,9700000US4818330,,,4818330,"Electra Independent School District, Texas",69356,"Electra Independent School District, Texas",14510
G48018360,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Elgin Independent School District,18360,,,9700000US4818360,,,4818360,"Elgin Independent School District, Texas",90375,"Elgin Independent School District, Texas",11216
G48018390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Elkhart Independent School District,18390,,,9700000US4818390,,,4818390,"Elkhart Independent School District, Texas",70759,"Elkhart Independent School District, Texas",6212
G48018480,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Elysian Fields Independent School District,18480,,,9700000US4818480,,,4818480,"Elysian Fields Independent School District, Texas",73750,"Elysian Fields Independent School District, Texas",21263
G48018540,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Ennis Independent School District,18540,,,9700000US4818540,,,4818540,"Ennis Independent School District, Texas",77169,"Ennis Independent School District, Texas",6319
G48018600,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Era Independent School District,18600,,,9700000US4818600,,,4818600,"Era Independent School District, Texas",87639,"Era Independent School District, Texas",18967
G48018690,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Eula Independent School District,18690,,,9700000US4818690,,,4818690,"Eula Independent School District, Texas",74405,"Eula Independent School District, Texas",15591
G48018720,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Eustace Independent School District,18720,,,9700000US4818720,,,4818720,"Eustace Independent School District, Texas",59936,"Eustace Independent School District, Texas",11793
G48018750,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Evadale Independent School District,18750,,,9700000US4818750,,,4818750,"Evadale Independent School District, Texas",49966,"Evadale Independent School District, Texas",23190
G48018780,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Evant Independent School District,18780,,,9700000US4818780,,,4818780,"Evant Independent School District, Texas",76447,"Evant Independent School District, Texas",8328
G48018810,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Everman Independent School District,18810,,,9700000US4818810,,,4818810,"Everman Independent School District, Texas",75317,"Everman Independent School District, Texas",5528
G48018840,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Excelsior Independent School District,18840,,,9700000US4818840,,,4818840,"Excelsior Independent School District, Texas",57850,"Excelsior Independent School District, Texas",25302
G48018890,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Ezzell Independent School District,18890,,,9700000US4818890,,,4818890,"Ezzell Independent School District, Texas",55809,"Ezzell Independent School District, Texas",13712
G48018900,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fabens Independent School District,18900,,,9700000US4818900,,,4818900,"Fabens Independent School District, Texas",43367,"Fabens Independent School District, Texas",16273
G48018940,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fairfield Independent School District,18940,,,9700000US4818940,,,4818940,"Fairfield Independent School District, Texas",59727,"Fairfield Independent School District, Texas",7759
G48019020,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Falls City Independent School District,19020,,,9700000US4819020,,,4819020,"Falls City Independent School District, Texas",89677,"Falls City Independent School District, Texas",20464
G48019050,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fannindel Independent School District,19050,,,9700000US4819050,,,4819050,"Fannindel Independent School District, Texas",64286,"Fannindel Independent School District, Texas",21941
G48019080,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Farmersville Independent School District,19080,,,9700000US4819080,,,4819080,"Farmersville Independent School District, Texas",90154,"Farmersville Independent School District, Texas",16207
G48019110,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Farwell Independent School District,19110,,,9700000US4819110,,,4819110,"Farwell Independent School District, Texas",68889,"Farwell Independent School District, Texas",13658
G48019140,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fayetteville Independent School District,19140,,,9700000US4819140,,,4819140,"Fayetteville Independent School District, Texas",87907,"Fayetteville Independent School District, Texas",10338
G48019170,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Ferris Independent School District,19170,,,9700000US4819170,,,4819170,"Ferris Independent School District, Texas",81786,"Ferris Independent School District, Texas",20382
G48019280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Flatonia Independent School District,19280,,,9700000US4819280,,,4819280,"Flatonia Independent School District, Texas",75764,"Flatonia Independent School District, Texas",14291
G48019320,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Florence Independent School District,19320,,,9700000US4819320,,,4819320,"Florence Independent School District, Texas",90000,"Florence Independent School District, Texas",13338
G48019350,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Floresville Independent School District,19350,,,9700000US4819350,,,4819350,"Floresville Independent School District, Texas",89880,"Floresville Independent School District, Texas",7094
G48019380,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Flour Bluff Independent School District,19380,,,9700000US4819380,,,4819380,"Flour Bluff Independent School District, Texas",92182,"Flour Bluff Independent School District, Texas",8117
G48019440,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Floydada Collegiate Independent School District,19440,,,9700000US4819440,,,4819440,"Floydada Collegiate Independent School District, Texas",53315,"Floydada Collegiate Independent School District, Texas",13377
G48019500,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Follett Independent School District,19500,,,9700000US4819500,,,4819500,"Follett Independent School District, Texas",86250,"Follett Independent School District, Texas",14127
G48019530,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Forestburg Independent School District,19530,,,9700000US4819530,,,4819530,"Forestburg Independent School District, Texas",91094,"Forestburg Independent School District, Texas",14833
G48019560,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Forney Independent School District,19560,,,9700000US4819560,,,4819560,"Forney Independent School District, Texas",104853,"Forney Independent School District, Texas",5897
G48019620,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Forsan Independent School District,19620,,,9700000US4819620,,,4819620,"Forsan Independent School District, Texas",91508,"Forsan Independent School District, Texas",13939
G48019650,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fort Bend Independent School District,19650,,,9700000US4819650,,,4819650,"Fort Bend Independent School District, Texas",105638,"Fort Bend Independent School District, Texas",3226
G48019700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fort Worth Independent School District,19700,,,9700000US4819700,,,4819700,"Fort Worth Independent School District, Texas",65742,"Fort Worth Independent School District, Texas",1341
G48019740,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Franklin Independent School District,19740,,,9700000US4819740,,,4819740,"Franklin Independent School District, Texas",101875,"Franklin Independent School District, Texas",18250
G48019770,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Frankston Independent School District,19770,,,9700000US4819770,,,4819770,"Frankston Independent School District, Texas",72234,"Frankston Independent School District, Texas",15445
G48019820,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Freer Independent School District,19820,,,9700000US4819820,,,4819820,"Freer Independent School District, Texas",73750,"Freer Independent School District, Texas",36895
G48019830,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Frenship Independent School District,19830,,,9700000US4819830,,,4819830,"Frenship Independent School District, Texas",77793,"Frenship Independent School District, Texas",3734
G48019840,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fredericksburg Independent School District,19840,,,9700000US4819840,,,4819840,"Fredericksburg Independent School District, Texas",75388,"Fredericksburg Independent School District, Texas",7856
G48019950,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Friendswood Independent School District,19950,,,9700000US4819950,,,4819950,"Friendswood Independent School District, Texas",149590,"Friendswood Independent School District, Texas",9820
G48019980,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Friona Independent School District,19980,,,9700000US4819980,,,4819980,"Friona Independent School District, Texas",72500,"Friona Independent School District, Texas",17213
G48020010,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Frisco Independent School District,20010,,,9700000US4820010,,,4820010,"Frisco Independent School District, Texas",144206,"Frisco Independent School District, Texas",2934
G48020040,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Frost Independent School District,20040,,,9700000US4820040,,,4820040,"Frost Independent School District, Texas",83125,"Frost Independent School District, Texas",17826
G48020070,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fruitvale Independent School District,20070,,,9700000US4820070,,,4820070,"Fruitvale Independent School District, Texas",60467,"Fruitvale Independent School District, Texas",7182
G48020100,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fort Davis Independent School District,20100,,,9700000US4820100,,,4820100,"Fort Davis Independent School District, Texas",73098,"Fort Davis Independent School District, Texas",32516
G48020130,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fort Hancock Independent School District,20130,,,9700000US4820130,,,4820130,"Fort Hancock Independent School District, Texas",45000,"Fort Hancock Independent School District, Texas",15946
G48020160,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fort Sam Houston Independent School District,20160,,,9700000US4820160,,,4820160,"Fort Sam Houston Independent School District, Texas",100662,"Fort Sam Houston Independent School District, Texas",21360
G48020190,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Fort Stockton Independent School District,20190,,,9700000US4820190,,,4820190,"Fort Stockton Independent School District, Texas",79028,"Fort Stockton Independent School District, Texas",11019
G48020220,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gainesville Independent School District,20220,,,9700000US4820220,,,4820220,"Gainesville Independent School District, Texas",59464,"Gainesville Independent School District, Texas",3576
G48020250,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Galena Park Independent School District,20250,,,9700000US4820250,,,4820250,"Galena Park Independent School District, Texas",57350,"Galena Park Independent School District, Texas",5533
G48020280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Galveston Independent School District,20280,,,9700000US4820280,,,4820280,"Galveston Independent School District, Texas",56708,"Galveston Independent School District, Texas",3726
G48020310,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Ganado Independent School District,20310,,,9700000US4820310,,,4820310,"Ganado Independent School District, Texas",81826,"Ganado Independent School District, Texas",18563
G48020340,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Garland Independent School District,20340,,,9700000US4820340,,,4820340,"Garland Independent School District, Texas",82979,"Garland Independent School District, Texas",2461
G48020370,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Garner Independent School District,20370,,,9700000US4820370,,,4820370,"Garner Independent School District, Texas",107128,"Garner Independent School District, Texas",13784
G48020400,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Garrison Independent School District,20400,,,9700000US4820400,,,4820400,"Garrison Independent School District, Texas",59130,"Garrison Independent School District, Texas",6549
G48020460,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gary Independent School District,20460,,,9700000US4820460,,,4820460,"Gary Independent School District, Texas",65313,"Gary Independent School District, Texas",19401
G48020500,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gatesville Independent School District,20500,,,9700000US4820500,,,4820500,"Gatesville Independent School District, Texas",70998,"Gatesville Independent School District, Texas",5747
G48020520,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gause Independent School District,20520,,,9700000US4820520,,,4820520,"Gause Independent School District, Texas",65313,"Gause Independent School District, Texas",19676
G48020550,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,George West Independent School District,20550,,,9700000US4820550,,,4820550,"George West Independent School District, Texas",56342,"George West Independent School District, Texas",11929
G48020600,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Georgetown Independent School District,20600,,,9700000US4820600,,,4820600,"Georgetown Independent School District, Texas",104990,"Georgetown Independent School District, Texas",4395
G48020610,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gholson Independent School District,20610,,,9700000US4820610,,,4820610,"Gholson Independent School District, Texas",77841,"Gholson Independent School District, Texas",16221
G48020640,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Giddings Independent School District,20640,,,9700000US4820640,,,4820640,"Giddings Independent School District, Texas",72518,"Giddings Independent School District, Texas",15025
G48020700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gilmer Independent School District,20700,,,9700000US4820700,,,4820700,"Gilmer Independent School District, Texas",52688,"Gilmer Independent School District, Texas",4955
G48020760,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gladewater Independent School District,20760,,,9700000US4820760,,,4820760,"Gladewater Independent School District, Texas",62593,"Gladewater Independent School District, Texas",6403
G48020790,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Glasscock County Independent School District,20790,,,9700000US4820790,,,4820790,"Glasscock County Independent School District, Texas",101250,"Glasscock County Independent School District, Texas",53302
G48020850,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Glen Rose Independent School District,20850,,,9700000US4820850,,,4820850,"Glen Rose Independent School District, Texas",82353,"Glen Rose Independent School District, Texas",23559
G48020960,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Godley Independent School District,20960,,,9700000US4820960,,,4820960,"Godley Independent School District, Texas",92786,"Godley Independent School District, Texas",13470
G48020970,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gold-Burg Independent School District,20970,,,9700000US4820970,,,4820970,"Gold-Burg Independent School District, Texas",63500,"Gold-Burg Independent School District, Texas",12622
G48021000,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Goldthwaite Consolidated Independent School District,21000,,,9700000US4821000,,,4821000,"Goldthwaite Consolidated Independent School District, Texas",70250,"Goldthwaite Consolidated Independent School District, Texas",11406
G48021030,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Goliad Independent School District,21030,,,9700000US4821030,,,4821030,"Goliad Independent School District, Texas",59359,"Goliad Independent School District, Texas",7643
G48021060,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gonzales Independent School District,21060,,,9700000US4821060,,,4821060,"Gonzales Independent School District, Texas",59081,"Gonzales Independent School District, Texas",6510
G48021090,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Goodrich Independent School District,21090,,,9700000US4821090,,,4821090,"Goodrich Independent School District, Texas",56106,"Goodrich Independent School District, Texas",16859
G48021150,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Goose Creek Consolidated Independent School District,21150,,,9700000US4821150,,,4821150,"Goose Creek Consolidated Independent School District, Texas",66497,"Goose Creek Consolidated Independent School District, Texas",3398
G48021180,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gordon Independent School District,21180,,,9700000US4821180,,,4821180,"Gordon Independent School District, Texas",96750,"Gordon Independent School District, Texas",11838
G48021270,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Gorman Independent School District,21270,,,9700000US4821270,,,4821270,"Gorman Independent School District, Texas",50542,"Gorman Independent School District, Texas",14006
G48021300,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Grady Independent School District,21300,,,9700000US4821300,,,4821300,"Grady Independent School District, Texas",111250,"Grady Independent School District, Texas",43163
G48021330,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Graford Independent School District,21330,,,9700000US4821330,,,4821330,"Graford Independent School District, Texas",61051,"Graford Independent School District, Texas",7901
G48021360,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Graham Independent School District,21360,,,9700000US4821360,,,4821360,"Graham Independent School District, Texas",75442,"Graham Independent School District, Texas",8910
G48021390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Granbury Independent School District,21390,,,9700000US4821390,,,4821390,"Granbury Independent School District, Texas",88608,"Granbury Independent School District, Texas",6507
G48021420,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Grand Prairie Independent School District,21420,,,9700000US4821420,,,4821420,"Grand Prairie Independent School District, Texas",75791,"Grand Prairie Independent School District, Texas",2581
G48021450,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Grand Saline Independent School District,21450,,,9700000US4821450,,,4821450,"Grand Saline Independent School District, Texas",58750,"Grand Saline Independent School District, Texas",11882
G48021480,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Grandfalls-Royalty Independent School District,21480,,,9700000US4821480,,,4821480,"Grandfalls-Royalty Independent School District, Texas",68472,"Grandfalls-Royalty Independent School District, Texas",21720
